,QQQ,QLD
2006-06-19,755.737,192.59
2006-06-20,756.73,192.409
2006-06-21,768.654,198.652
2006-06-22,758.916,193.814
2006-06-23,758.121,193.347
2006-06-26,760.109,194.062
2006-06-27,745.801,186.805
2006-06-28,751.365,189.086
2006-06-29,774.218,200.521
2006-06-30,770.442,198.597
2006-07-03,775.013,200.906
2006-07-05,758.121,192.99
2006-07-06,757.326,191.863
2006-07-07,748.98,187.657
2006-07-10,742.422,184.551
2006-07-11,747.987,187.575
2006-07-12,733.877,180.153
2006-07-13,721.557,174.408
2006-07-14,714.204,170.835
2006-07-17,715.992,171.659
2006-07-18,718.377,172.621
2006-07-19,727.717,176.36
2006-07-20,716.986,171.549
2006-07-21,709.435,167.674
2006-07-24,723.544,173.858
2006-07-25,727.717,175.563
2006-07-26,727.121,175.92
2006-07-27,722.352,174.133
2006-07-28,737.454,181.088
2006-07-31,737.256,180.73
2006-08-01,724.935,174.546
2006-08-02,733.082,177.762
2006-08-03,737.653,180.73
2006-08-04,734.275,179.081
2006-08-07,729.505,176.909
2006-08-08,724.935,174.683
2006-08-09,725.929,174.601
2006-08-10,731.095,176.827
2006-08-11,725.929,175.095
2006-08-14,730.698,176.69
2006-08-15,749.179,185.898
2006-08-16,766.666,194.749
2006-08-17,769.647,195.986
2006-08-18,770.84,195.711
2006-08-21,763.487,192.138
2006-08-22,763.686,192.632
2006-08-23,757.923,189.389
2006-08-24,760.109,190.846
2006-08-25,761.5,191.588
2006-08-28,767.263,194.337
2006-08-29,769.647,195.573
2006-08-30,773.224,197.305
2006-08-31,772.429,197.085
2006-09-01,776.602,198.872
2006-09-05,784.154,202.445
2006-09-06,768.455,194.556
2006-09-07,764.677,192.825
2006-09-08,769.449,194.749
2006-09-11,774.218,197.36
2006-09-12,788.526,205.029
2006-09-13,794.09,207.393
2006-09-14,794.686,207.173
2006-09-15,797.537,209.18
2006-09-18,797.539,209.015
2006-09-19,792.368,206.486
2006-09-20,803.9,212.616
2006-09-21,798.929,209.867
2006-09-22,792.765,206.239
2006-09-25,806.684,213.853
2006-09-26,810.661,215.612
2006-09-27,809.666,214.512
2006-09-28,811.854,215.777
2006-09-29,808.275,214.128
2006-10-02,798.134,208.905
2006-10-03,801.514,210.389
2006-10-04,821.199,220.037
2006-10-05,825.176,222.924
2006-10-06,823.386,221.687
2006-10-09,826.17,222.786
2006-10-10,827.562,224.023
2006-10-11,825.971,223.198
2006-10-12,839.691,230.62
2006-10-13,843.668,232.379
2006-10-16,844.065,232.819
2006-10-17,835.118,228.284
2006-10-18,831.141,225.123
2006-10-19,833.129,227.047
2006-10-20,835.118,227.596
2006-10-23,843.668,231.665
2006-10-24,837.703,229.466
2006-10-25,843.668,232.269
2006-10-26,851.422,235.98
2006-10-27,839.293,229.301
2006-10-30,844.662,231.994
2006-10-31,846.65,233.369
2006-11-01,835.118,227.047
2006-11-02,835.913,227.267
2006-11-03,833.726,225.947
2006-11-06,845.855,231.032
2006-11-07,851.621,235.705
2006-11-08,855.598,238.894
2006-11-09,851.025,235.568
2006-11-10,855.598,238.179
2006-11-13,864.148,242.027
2006-11-14,873.493,248.212
2006-11-15,877.072,249.779
2006-11-16,880.85,252.335
2006-11-17,880.85,251.785
2006-11-20,882.64,252.747
2006-11-21,883.833,253.435
2006-11-22,889.4,256.623
2006-11-24,887.81,255.001
2006-11-27,868.125,243.512
2006-11-28,870.312,244.226
2006-11-29,876.277,248.212
2006-11-30,875.681,247.442
2006-12-01,868.125,244.144
2006-12-04,880.055,250.274
2006-12-05,883.236,251.483
2006-12-06,880.055,249.641
2006-12-07,868.92,243.539
2006-12-08,872.897,246.013
2006-12-11,876.078,247.937
2006-12-12,870.908,244.694
2006-12-13,872.499,245.326
2006-12-14,882.242,250.548
2006-12-15,884.521,252.198
2006-12-18,875.762,246.425
2006-12-19,872.975,245.463
2006-12-20,869.789,243.77
2006-12-21,863.618,240.405
2006-12-22,854.659,235.869
2006-12-26,858.243,237.039
2006-12-27,862.622,239.351
2006-12-28,858.442,237.332
2006-12-29,859.238,237.156
2007-01-03,860.831,237.917
2007-01-04,877.155,246.462
2007-01-05,872.975,242.892
2007-01-08,873.572,244.414
2007-01-09,877.952,247.399
2007-01-10,888.304,253.866
2007-01-11,897.462,258.109
2007-01-12,902.041,260.743
2007-01-16,901.443,260.743
2007-01-17,894.077,256.002
2007-01-18,877.554,245.526
2007-01-19,879.345,246.257
2007-01-22,869.789,241.429
2007-01-23,867.599,240.288
2007-01-24,881.933,247.574
2007-01-25,870.586,240.844
2007-01-26,867.4,239.175
2007-01-29,868.197,240.58
2007-01-30,868.595,241.224
2007-01-31,877.354,244.209
2007-02-01,876.359,244.502
2007-02-02,879.146,246.609
2007-02-05,878.35,245.76
2007-02-06,876.956,244.648
2007-02-07,885.119,250.471
2007-02-08,884.92,250.559
2007-02-09,872.776,242.746
2007-02-12,869.988,240.814
2007-02-13,873.174,243.448
2007-02-14,887.906,250.735
2007-02-15,893.082,253.398
2007-02-16,890.096,252.549
2007-02-20,896.865,255.476
2007-02-21,899.652,257.144
2007-02-22,904.231,259.865
2007-02-23,901.045,257.524
2007-02-26,896.665,255.183
2007-02-27,859.835,230.601
2007-02-28,862.622,235.547
2007-03-01,858.641,233.089
2007-03-02,845.7,224.924
2007-03-05,839.131,221.822
2007-03-06,853.066,229.928
2007-03-07,849.682,227.821
2007-03-08,855.455,232.064
2007-03-09,854.659,231.245
2007-03-12,860.233,233.381
2007-03-13,843.511,224.543
2007-03-14,855.854,230.777
2007-03-15,853.863,230.133
2007-03-16,853.205,229.284
2007-03-19,861.971,233.908
2007-03-20,868.146,237.039
2007-03-21,884.879,245.818
2007-03-22,881.692,244.355
2007-03-23,878.903,242.219
2007-03-26,882.489,244.092
2007-03-27,876.314,241.493
2007-03-28,866.951,236.489
2007-03-29,867.947,236.196
2007-03-30,867.15,237.015
2007-04-02,868.345,236.137
2007-04-03,879.7,242.957
2007-04-04,883.286,244.391
2007-04-05,887.668,247.025
2007-04-09,885.477,245.825
2007-04-10,890.059,247.728
2007-04-11,880.696,242.664
2007-04-12,887.668,246.879
2007-04-13,889.461,247.757
2007-04-16,897.629,252.089
2007-04-17,899.621,253.113
2007-04-18,896.633,252.147
2007-04-19,899.422,252.352
2007-04-20,904.402,256.157
2007-04-23,905.796,256.274
2007-04-24,910.378,258.323
2007-04-25,922.53,265.757
2007-04-26,927.311,268.537
2007-04-27,927.709,268.83
2007-04-30,915.557,261.806
2007-05-01,917.549,263.415
2007-05-02,924.721,266.781
2007-05-03,928.107,268.83
2007-05-04,928.904,269.474
2007-05-07,928.904,268.859
2007-05-08,930.896,268.713
2007-05-09,932.888,270.703
2007-05-10,920.139,263.913
2007-05-11,931.892,270.118
2007-05-14,925.518,266.225
2007-05-15,918.346,262.391
2007-05-16,927.311,267.279
2007-05-17,922.928,264.411
2007-05-18,930.498,268.742
2007-05-21,936.474,272.489
2007-05-22,937.271,272.811
2007-05-23,932.888,270.411
2007-05-24,919.541,262.772
2007-05-25,925.319,265.581
2007-05-29,932.49,268.976
2007-05-30,940.06,273.747
2007-05-31,944.442,277.201
2007-06-01,945.04,276.967
2007-06-04,947.831,277.757
2007-06-05,947.829,278.137
2007-06-06,937.669,271.786
2007-06-07,923.125,262.713
2007-06-08,934.482,269.767
2007-06-11,932.689,268.684
2007-06-12,927.111,265.054
2007-06-13,937.271,270.294
2007-06-14,943.446,275.064
2007-06-15,951.561,280.245
2007-06-18,952.358,279.952
2007-06-19,952.159,279.601
2007-06-20,943.187,274.596
2007-06-21,951.76,279.747
2007-06-22,942.789,274.274
2007-06-25,938.801,272.928
2007-06-26,933.418,269.855
2007-06-27,947.773,276.001
2007-06-28,947.374,276.703
2007-06-29,948.969,278.43
2007-07-02,957.143,281.972
2007-07-03,963.124,285.22
2007-07-05,970.101,288.469
2007-07-06,974.089,291.952
2007-07-09,974.687,292.216
2007-07-10,966.513,287.445
2007-07-11,973.092,292.303
2007-07-12,988.044,299.855
2007-07-13,994.822,304.274
2007-07-16,993.826,303.952
2007-07-17,1001.4,306.996
2007-07-18,1000.21,307.318
2007-07-19,1003.2,308.664
2007-07-20,997.813,306.06
2007-07-23,998.211,305.562
2007-07-24,983.459,297.25
2007-07-25,984.854,297.659
2007-07-26,976.481,291.074
2007-07-27,956.744,279.484
2007-07-30,967.908,287.357
2007-07-31,947.573,275.123
2007-08-01,954.95,271.962
2007-08-02,963.722,283.962
2007-08-03,945.38,272.694
2007-08-06,956.345,278.05
2007-08-07,963.124,281.474
2007-08-08,973.69,289.728
2007-08-09,951.162,275.269
2007-08-10,942.589,270.089
2007-08-13,948.969,273.601
2007-08-14,932.82,264.879
2007-08-15,915.077,255.074
2007-08-16,906.106,249.22
2007-08-17,923.251,258.089
2007-08-20,927.637,259.757
2007-08-21,937.406,267.074
2007-08-22,950.165,273.308
2007-08-23,947.573,272.196
2007-08-24,960.931,280.245
2007-08-27,954.551,274.742
2007-08-28,931.824,262.976
2007-08-29,958.538,277.435
2007-08-30,963.522,281.708
2007-08-31,974.288,286.625
2007-09-04,990.436,296.635
2007-09-05,980.468,290.518
2007-09-06,979.671,289.757
2007-09-07,961.529,280.186
2007-09-10,960.931,279.747
2007-09-11,975.484,286.83
2007-09-12,975.683,288.089
2007-09-13,980.468,289.347
2007-09-14,981.266,289.318
2007-09-17,973.092,284.459
2007-09-18,997.613,299.299
2007-09-19,1000.21,301.084
2007-09-20,997.414,299.152
2007-09-21,1004.52,302.781
2007-09-24,1009.1,306.06
2007-09-25,1018.68,311.386
2007-09-26,1023.66,314.167
2007-09-27,1028.85,318.294
2007-09-28,1025.46,316.391
2007-10-01,1037.23,321.806
2007-10-02,1037.43,322.538
2007-10-03,1030.25,317.562
2007-10-04,1032.64,319.025
2007-10-05,1053.54,333.777
2007-10-08,1060.17,336.294
2007-10-09,1064.76,340.099
2007-10-10,1067.35,342.001
2007-10-11,1050.39,332.05
2007-10-12,1067.75,341.65
2007-10-15,1059.57,335.943
2007-10-16,1054.58,334.391
2007-10-17,1068.14,341.533
2007-10-18,1072.73,343.845
2007-10-19,1046.0,327.396
2007-10-22,1058.57,334.304
2007-10-23,1080.71,345.894
2007-10-24,1072.53,343.757
2007-10-25,1058.17,339.865
2007-10-26,1075.72,344.138
2007-10-29,1080.31,347.504
2007-10-30,1082.31,347.562
2007-10-31,1097.67,358.45
2007-11-01,1077.12,347.708
2007-11-02,1085.5,351.396
2007-11-05,1078.52,347.123
2007-11-06,1090.68,352.83
2007-11-07,1064.16,336.323
2007-11-08,1031.84,312.294
2007-11-09,997.334,294.528
2007-11-12,972.002,279.074
2007-11-13,1012.09,302.752
2007-11-14,999.129,297.572
2007-11-15,993.744,291.952
2007-11-16,1002.92,297.689
2007-11-19,991.35,290.108
2007-11-20,995.34,292.274
2007-11-21,983.571,283.318
2007-11-23,994.143,290.225
2007-11-26,976.989,282.44
2007-11-27,996.536,291.162
2007-11-28,1026.86,308.635
2007-11-29,1031.24,310.977
2007-11-30,1023.46,308.664
2007-12-03,1014.89,303.016
2007-12-04,1010.7,300.118
2007-12-05,1028.65,310.742
2007-12-06,1043.61,317.679
2007-12-07,1043.81,319.816
2007-12-10,1048.0,321.689
2007-12-11,1023.66,307.816
2007-12-12,1032.84,311.942
2007-12-13,1027.25,307.347
2007-12-14,1016.68,302.635
2007-12-17,991.949,288.762
2007-12-18,995.14,289.289
2007-12-19,994.941,291.952
2007-12-20,1015.29,304.035
2007-12-21,1035.32,314.583
2007-12-24,1043.11,318.283
2007-12-26,1048.3,321.522
2007-12-27,1035.72,312.578
2007-12-28,1035.52,311.714
2007-12-31,1022.74,306.009
2008-01-02,1007.37,296.232
2008-01-03,1010.76,297.928
2008-01-04,966.432,272.145
2008-01-07,961.839,268.629
2008-01-08,936.88,256.261
2008-01-09,956.847,264.465
2008-01-10,958.245,264.619
2008-01-11,939.475,257.31
2008-01-14,955.849,264.033
2008-01-15,929.492,251.974
2008-01-16,919.508,244.573
2008-01-17,906.729,237.849
2008-01-18,905.531,236.554
2008-01-22,882.169,223.693
2008-01-23,878.974,225.667
2008-01-24,896.745,232.236
2008-01-25,878.375,222.058
2008-01-28,885.164,225.451
2008-01-29,886.761,226.499
2008-01-30,885.962,226.222
2008-01-31,901.138,231.465
2008-02-01,910.323,239.021
2008-02-04,897.544,230.663
2008-02-05,871.985,219.683
2008-02-06,854.813,210.338
2008-02-07,860.803,214.656
2008-02-08,870.587,217.432
2008-02-11,879.972,222.305
2008-02-12,874.98,220.67
2008-02-13,894.149,228.535
2008-02-14,877.975,221.318
2008-02-15,874.98,220.516
2008-02-19,873.383,218.419
2008-02-20,877.376,220.424
2008-02-21,868.99,217.062
2008-02-22,872.185,218.974
2008-02-25,876.578,219.869
2008-02-26,879.972,221.904
2008-02-27,884.365,223.323
2008-02-28,880.97,218.511
2008-02-29,857.608,212.004
2008-03-03,852.017,207.409
2008-03-04,856.81,209.105
2008-03-05,861.003,213.114
2008-03-06,842.034,202.258
2008-03-07,840.037,201.179
2008-03-10,823.863,193.16
2008-03-11,855.214,210.678
2008-03-12,852.816,206.576
2008-03-13,859.405,209.907
2008-03-14,843.631,201.456
2008-03-17,828.256,196.275
2008-03-18,865.196,213.268
2008-03-19,843.831,202.628
2008-03-20,861.076,208.365
2008-03-24,890.849,225.451
2008-03-25,895.847,227.147
2008-03-26,893.249,222.675
2008-03-27,873.466,218.111
2008-03-28,869.07,214.811
2008-03-31,873.666,215.736
2008-04-01,911.034,233.871
2008-04-02,909.036,235.474
2008-04-03,911.034,235.875
2008-04-04,916.43,237.047
2008-04-07,914.431,235.721
2008-04-08,907.437,233.624
2008-04-09,897.246,228.535
2008-04-10,910.035,233.963
2008-04-11,884.856,221.411
2008-04-14,880.86,218.203
2008-04-15,882.059,218.511
2008-04-16,906.638,234.672
2008-04-17,904.64,235.166
2008-04-18,933.415,244.542
2008-04-21,940.01,247.811
2008-04-22,926.022,243.03
2008-04-23,936.213,245.621
2008-04-24,944.606,249.199
2008-04-25,942.208,249.199
2008-04-28,944.007,250.062
2008-04-29,951.2,253.146
2008-04-30,943.407,249.353
2008-05-01,973.182,264.959
2008-05-02,974.581,267.858
2008-05-05,971.783,264.404
2008-05-06,977.778,270.202
2008-05-07,959.993,259.685
2008-05-08,967.187,260.024
2008-05-09,963.39,259.87
2008-05-12,980.975,269.585
2008-05-13,983.573,271.158
2008-05-14,981.375,268.906
2008-05-15,998.561,279.423
2008-05-16,999.36,279.423
2008-05-19,992.166,276.709
2008-05-20,984.572,271.682
2008-05-21,962.791,260.518
2008-05-22,966.188,259.993
2008-05-23,963.19,259.13
2008-05-27,980.776,267.889
2008-05-28,984.173,271.004
2008-05-29,992.965,275.938
2008-05-30,999.36,279.115
2008-06-02,987.17,272.854
2008-06-03,981.775,269.523
2008-06-04,994.364,274.119
2008-06-05,1010.15,284.481
2008-06-06,979.776,265.637
2008-06-09,974.581,265.113
2008-06-10,969.985,261.659
2008-06-11,946.405,249.661
2008-06-12,947.603,250.124
2008-06-13,966.587,259.5
2008-06-16,975.18,263.232
2008-06-17,969.985,261.936
2008-06-18,959.593,256.138
2008-06-19,974.581,263.386
2008-06-20,948.272,250.432
2008-06-23,940.873,244.85
2008-06-24,936.074,243.317
2008-06-25,951.272,248.562
2008-06-26,912.877,230.975
2008-06-27,912.877,231.623
2008-06-30,903.279,226.316
2008-07-01,916.077,232.24
2008-07-02,894.08,220.855
2008-07-03,892.48,219.682
2008-07-07,897.879,223.015
2008-07-08,919.276,230.913
2008-07-09,894.88,222.12
2008-07-10,905.478,225.946
2008-07-11,891.08,218.973
2008-07-14,884.481,215.795
2008-07-15,884.681,214.869
2008-07-16,906.678,225.144
2008-07-17,912.677,224.187
2008-07-18,891.68,221.349
2008-07-21,895.48,221.534
2008-07-22,895.48,221.349
2008-07-23,907.278,226.409
2008-07-24,893.68,218.664
2008-07-25,905.278,224.526
2008-07-28,888.281,217.708
2008-07-29,906.678,224.218
2008-07-30,911.278,228.075
2008-07-31,909.078,227.303
2008-08-01,897.479,221.811
2008-08-04,888.481,217.368
2008-08-05,918.477,230.728
2008-08-06,932.475,237.64
2008-08-07,925.276,235.171
2008-08-08,946.273,244.397
2008-08-11,954.872,248.994
2008-08-12,955.272,249.981
2008-08-13,955.472,248.778
2008-08-14,964.87,254.733
2008-08-15,962.871,254.887
2008-08-18,951.872,249.364
2008-08-19,940.074,243.132
2008-08-20,941.673,241.743
2008-08-21,936.474,239.676
2008-08-22,949.672,245.6
2008-08-25,929.675,236.467
2008-08-26,928.475,235.511
2008-08-27,934.474,237.856
2008-08-28,942.073,239.151
2008-08-29,922.276,231.654
2008-09-02,910.878,225.822
2008-09-03,902.279,221.688
2008-09-04,873.083,207.402
2008-09-05,868.883,206.693
2008-09-08,867.283,204.348
2008-09-09,848.886,196.665
2008-09-10,855.885,198.455
2008-09-11,871.883,206.477
2008-09-12,868.483,207.279
2008-09-15,841.487,193.734
2008-09-16,848.086,194.999
2008-09-17,804.092,175.561
2008-09-18,831.288,188.242
2008-09-19,858.464,195.431
2008-09-22,818.043,180.652
2008-09-23,811.839,177.104
2008-09-24,817.442,180.775
2008-09-25,830.449,182.626
2008-09-26,822.045,181.423
2008-09-29,756.809,146.404
2008-09-30,778.621,161.615
2008-10-01,770.417,157.388
2008-10-02,735.398,144.707
2008-10-03,723.992,138.073
2008-10-06,697.577,125.145
2008-10-07,653.353,112.618
2008-10-08,648.151,109.749
2008-10-09,630.741,101.264
2008-10-10,626.739,102.776
2008-10-13,702.98,128.045
2008-10-14,672.564,116.166
2008-10-15,612.331,94.9386
2008-10-16,645.549,105.738
2008-10-17,646.35,105.522
2008-10-20,664.359,112.618
2008-10-21,629.941,101.295
2008-10-22,612.531,94.4449
2008-10-23,610.13,93.581
2008-10-24,590.519,88.1815
2008-10-27,574.111,83.0288
2008-10-28,637.545,100.4
2008-10-29,635.944,101.48
2008-10-30,657.155,106.756
2008-10-31,658.156,107.311
2008-11-03,656.755,107.805
2008-11-04,675.365,113.945
2008-11-05,640.146,101.511
2008-11-06,611.531,91.9149
2008-11-07,624.138,95.9259
2008-11-10,615.733,94.3215
2008-11-11,602.326,90.5881
2008-11-12,574.511,81.4244
2008-11-13,609.53,90.9584
2008-11-14,579.914,82.0106
2008-11-17,567.707,78.8327
2008-11-18,567.107,78.123
2008-11-19,537.491,70.0392
2008-11-20,511.477,63.6524
2008-11-21,533.689,68.6507
2008-11-24,566.306,76.8271
2008-11-25,563.705,76.3026
2008-11-26,587.318,82.5969
2008-11-28,582.715,81.5787
2008-12-01,538.892,69.453
2008-12-02,556.901,73.896
2008-12-03,572.71,77.5985
2008-12-04,556.501,73.4332
2008-12-05,579.113,79.3263
2008-12-08,601.926,85.6206
2008-12-09,600.525,84.9418
2008-12-10,598.524,84.8492
2008-12-11,582.115,80.1594
2008-12-12,593.921,83.2757
2008-12-15,583.516,80.3754
2008-12-16,611.531,87.9347
2008-12-17,604.127,85.8674
2008-12-18,593.521,83.0905
2008-12-19,598.391,84.0162
2008-12-22,585.365,80.7456
2008-12-23,582.359,79.7274
2008-12-24,583.962,79.9434
2008-12-26,583.762,80.0051
2008-12-29,578.952,77.9687
2008-12-30,590.976,81.517
2008-12-31,595.986,82.9671
2009-01-02,621.837,90.2796
2009-01-05,621.637,90.2796
2009-01-06,627.849,92.1308
2009-01-07,610.014,86.9782
2009-01-08,616.427,88.8603
2009-01-09,602.599,84.9109
2009-01-12,591.577,81.7638
2009-01-13,591.778,81.6712
2009-01-14,573.742,76.7654
2009-01-15,583.14,79.0178
2009-01-16,589.573,80.9925
2009-01-20,560.315,73.2789
2009-01-21,584.162,78.8944
2009-01-22,576.347,77.2282
2009-01-23,579.152,77.5368
2009-01-26,583.361,78.7092
2009-01-27,587.569,80.0051
2009-01-28,608.21,85.3429
2009-01-29,592.78,81.2393
2009-01-30,582.359,78.1539
2009-02-02,589.373,80.1902
2009-02-03,598.591,82.7511
2009-02-04,599.393,82.8129
2009-02-05,612.619,86.5771
2009-02-06,628.651,90.9892
2009-02-09,631.256,92.0074
2009-02-10,608.01,85.0961
2009-02-11,605.204,84.479
2009-02-12,612.619,86.3919
2009-02-13,609.813,85.4663
2009-02-17,585.565,78.9869
2009-02-18,585.966,78.7709
2009-02-19,576.948,76.5186
2009-02-20,578.551,76.7346
2009-02-23,558.311,71.4585
2009-02-24,576.748,75.9015
2009-02-25,572.94,75.0376
2009-02-26,556.908,70.9648
2009-02-27,551.698,69.4838
2009-03-02,533.862,65.1025
2009-03-03,533.462,64.9791
2009-03-04,547.69,68.2805
2009-03-05,531.257,64.3312
2009-03-06,527.049,63.3438
2009-03-09,515.826,60.4744
2009-03-10,547.69,67.8485
2009-03-11,556.107,69.8849
2009-03-12,574.543,74.6056
2009-03-13,575.946,75.161
2009-03-16,566.327,72.415
2009-03-17,587.77,77.8762
2009-03-18,595.184,79.8508
2009-03-19,594.784,79.82
2009-03-20,585.731,77.5059
2009-03-23,620.256,86.6388
2009-03-24,608.835,83.5842
2009-03-25,611.625,84.1396
2009-03-26,630.493,89.4157
2009-03-27,618.65,85.8366
2009-03-30,603.395,81.4861
2009-03-31,608.614,83.3374
2009-04-01,617.647,85.6514
2009-04-02,637.519,91.1435
2009-04-03,649.362,94.4758
2009-04-06,647.756,93.9204
2009-04-07,630.694,88.7677
2009-04-08,641.333,92.1308
2009-04-09,661.205,97.6538
2009-04-13,660.202,97.4069
2009-04-14,652.172,94.9077
2009-04-15,650.366,94.7843
2009-04-16,667.227,99.4742
2009-04-17,668.632,99.5359
2009-04-20,647.154,93.1182
2009-04-21,656.187,95.8025
2009-04-22,658.194,96.6664
2009-04-23,664.618,98.6719
2009-04-24,676.26,101.943
2009-04-27,677.063,102.035
2009-04-28,672.045,100.616
2009-04-29,681.278,103.3
2009-04-30,688.103,105.275
2009-05-01,689.91,105.83
2009-05-04,703.559,110.304
2009-05-05,702.957,109.965
2009-05-06,703.158,109.934
2009-05-07,686.698,104.689
2009-05-08,687.099,105.059
2009-05-11,689.508,105.707
2009-05-12,681.077,103.084
2009-05-13,662.811,97.3761
2009-05-14,670.238,99.4742
2009-05-15,669.837,99.2582
2009-05-18,687.3,104.534
2009-05-19,690.512,105.738
2009-05-20,688.103,104.874
2009-05-21,675.457,101.048
2009-05-22,673.249,100.276
2009-05-26,698.34,107.928
2009-05-27,693.523,106.139
2009-05-28,701.552,109.008
2009-05-29,710.183,111.384
2009-06-01,730.457,118.11
2009-06-02,731.461,118.11
2009-06-03,729.253,117.802
2009-06-04,737.483,120.177
2009-06-05,738.286,120.486
2009-06-08,736.078,119.56
2009-06-09,741.698,121.566
2009-06-10,739.088,120.609
2009-06-11,739.088,120.486
2009-06-12,735.676,119.622
2009-06-15,720.621,114.469
2009-06-16,713.596,112.464
2009-06-17,720.421,114.346
2009-06-18,719.015,113.76
2009-06-19,726.733,116.321
2009-06-22,705.027,109.749
2009-06-23,703.42,109.132
2009-06-24,715.277,112.68
2009-06-25,729.346,117.277
2009-06-26,730.953,117.709
2009-06-29,732.561,118.048
2009-06-30,731.155,117.555
2009-07-01,731.556,117.74
2009-07-02,715.478,112.68
2009-07-06,711.66,111.631
2009-07-07,693.974,106.046
2009-07-08,697.591,107.003
2009-07-09,698.797,107.219
2009-07-10,701.812,108.298
2009-07-13,715.277,112.31
2009-07-14,717.89,113.112
2009-07-15,742.007,120.64
2009-07-16,750.85,123.54
2009-07-17,754.87,124.867
2009-07-20,762.105,127.305
2009-07-21,767.33,129.279
2009-07-22,773.762,131.131
2009-07-23,790.845,137.055
2009-07-24,790.845,136.931
2009-07-27,790.845,137.147
2009-07-28,785.418,138.042
2009-07-29,790.644,136.931
2009-07-30,795.266,138.505
2009-07-31,792.854,137.548
2009-08-03,804.712,141.714
2009-08-04,804.712,141.621
2009-08-05,798.482,139.677
2009-08-06,791.448,137.24
2009-08-07,801.496,140.387
2009-08-10,795.869,138.875
2009-08-11,789.036,136.376
2009-08-12,801.295,140.572
2009-08-13,805.717,141.991
2009-08-14,796.472,138.752
2009-08-17,773.36,130.668
2009-08-18,784.413,134.339
2009-08-19,789.84,136.222
2009-08-20,799.085,139.523
2009-08-21,809.737,142.979
2009-08-24,808.933,142.763
2009-08-25,811.344,143.719
2009-08-26,809.937,143.349
2009-08-27,811.947,143.935
2009-08-28,812.751,144.275
2009-08-31,804.511,141.22
2009-09-01,789.438,135.975
2009-09-02,788.835,135.697
2009-09-03,794.06,137.548
2009-09-04,811.143,143.349
2009-09-08,818.78,146.218
2009-09-09,825.815,148.656
2009-09-10,833.653,151.433
2009-09-11,834.457,151.68
2009-09-14,837.672,152.883
2009-09-15,840.285,153.901
2009-09-16,852.545,158.406
2009-09-17,852.344,158.282
2009-09-18,853.772,159.054
2009-09-21,856.387,159.733
2009-09-22,857.997,160.411
2009-09-23,853.973,158.745
2009-09-24,846.329,156.03
2009-09-25,838.885,153.315
2009-09-28,853.168,158.498
2009-09-29,849.346,157.172
2009-09-30,849.95,157.264
2009-10-01,824.803,148.1
2009-10-02,822.389,147.082
2009-10-05,829.028,149.52
2009-10-06,843.713,154.703
2009-10-07,846.127,155.598
2009-10-08,849.749,157.017
2009-10-09,854.577,158.622
2009-10-12,856.387,159.393
2009-10-13,856.588,159.362
2009-10-14,868.256,163.744
2009-10-15,866.245,163.157
2009-10-16,860.612,161.059
2009-10-19,869.262,164.021
2009-10-20,869.463,164.206
2009-10-21,867.854,163.558
2009-10-22,871.274,165.009
2009-10-23,867.653,163.682
2009-10-26,864.836,162.509
2009-10-27,851.76,157.696
2009-10-28,832.649,150.507
2009-10-29,846.731,155.475
2009-10-30,823.999,147.175
2009-11-02,827.419,148.347
2009-11-03,830.034,149.366
2009-11-04,831.442,149.859
2009-11-05,851.961,157.11
2009-11-06,856.991,159.054
2009-11-09,875.297,165.873
2009-11-10,877.51,166.397
2009-11-11,883.143,168.68
2009-11-12,878.114,166.922
2009-11-13,885.356,169.729
2009-11-16,894.409,173.185
2009-11-17,897.225,174.111
2009-11-18,892.196,172.321
2009-11-19,878.315,166.767
2009-11-20,873.889,165.317
2009-11-23,887.971,170.316
2009-11-24,884.954,169.236
2009-11-25,888.776,170.655
2009-11-27,875.297,165.564
2009-11-30,876.303,165.749
2009-12-01,885.356,169.267
2009-12-02,886.563,169.853
2009-12-03,882.942,168.464
2009-12-04,887.569,170.13
2009-12-07,883.344,168.464
2009-12-08,877.912,166.397
2009-12-09,886.764,169.729
2009-12-10,891.19,171.457
2009-12-11,887.77,170.223
2009-12-14,896.219,173.339
2009-12-15,891.19,171.519
2009-12-16,892.397,171.982
2009-12-17,881.534,167.847
2009-12-18,895.901,173.092
2009-12-21,905.976,177.104
2009-12-22,911.417,179.202
2009-12-23,918.067,181.732
2009-12-24,926.53,185.064
2009-12-28,931.366,186.915
2009-12-29,927.538,185.465
2009-12-30,930.359,186.545
2009-12-31,921.895,183.521
2010-01-04,935.396,188.427
2010-01-05,935.396,188.55
2010-01-06,929.754,186.483
2010-01-07,930.359,186.514
2010-01-08,938.016,189.538
2010-01-11,934.187,188.149
2010-01-12,922.5,183.459
2010-01-13,933.986,187.841
2010-01-14,934.792,188.088
2010-01-15,923.911,183.891
2010-01-19,938.822,189.661
2010-01-20,925.321,184.354
2010-01-21,916.656,180.744
2010-01-22,889.856,170.346
2010-01-25,892.878,171.334
2010-01-26,893.684,171.704
2010-01-27,900.737,174.265
2010-01-28,877.564,165.564
2010-01-29,862.249,159.64
2010-02-01,871.72,162.972
2010-02-02,879.579,165.965
2010-02-03,884.415,167.878
2010-02-04,858.824,158.344
2010-02-05,866.078,160.596
2010-02-08,859.831,158.56
2010-02-09,868.698,161.831
2010-02-10,866.884,161.152
2010-02-11,879.982,165.873
